id,userid,tutor,interface,start_state,selection,action,input,correctness,kc_labels,time
743,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},factor_2_ac_2,input change,25,INCORRECT,[],2022-01-26 01:47:57
744,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},factor_2_b_1,input change,5x,INCORRECT,['Compute second factor'],2022-01-26 01:47:58
745,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},factor_1_ac_2,input change,16,INCORRECT,[],2022-01-26 01:48:04
746,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},sum_factor_1,input change,7,INCORRECT,[],2022-01-26 01:48:07
747,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},factor_2_b_1,input change,5,CORRECT,['Compute second factor'],2022-01-26 01:48:09
748,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},factor_1_ac_2,input change,8,INCORRECT,[],2022-01-26 01:48:14
749,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},factor_2_ac_2,input change,50,INCORRECT,[],2022-01-26 01:48:18
750,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},sum_c_1,input change,checked,INCORRECT,[],2022-01-26 01:48:20
751,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},factor_1_b_2,input change,x,INCORRECT,[],2022-01-26 01:48:31
752,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},p_value,input change,4,INCORRECT,['Extract first p or q value'],2022-01-26 01:48:36
753,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},q_value,input change,4,INCORRECT,['Extract first p or q value'],2022-01-26 01:48:39
754,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},p_value,input change,25,CORRECT,['Extract first p or q value'],2022-01-26 01:48:46
755,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},q_value,input change,16,CORRECT,['Extract second p or q value'],2022-01-26 01:48:50
756,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},factor_1_b_2,input change,5,INCORRECT,[],2022-01-26 01:48:57
757,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},factor_1_b_2,input change,2,INCORRECT,[],2022-01-26 01:49:06
758,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},first_part,input change,20x^2,INCORRECT,['Extract first half of trinomial for factoring by grouping'],2022-01-26 01:49:09
759,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},first_part,input change,20x,INCORRECT,['Extract first half of trinomial for factoring by grouping'],2022-01-26 01:49:13
760,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:49:14
761,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},sum_factor_1,input change,7,HINT,['Compute sum of factors'],2022-01-26 01:49:16
762,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},first_part,input change,20,INCORRECT,['Extract first half of trinomial for factoring by grouping'],2022-01-26 01:49:23
763,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},first_part,input change,20x^2+25x,CORRECT,['Extract first half of trinomial for factoring by grouping'],2022-01-26 01:49:43
764,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},sum_factor_1,input change,10,INCORRECT,['Compute sum of factors'],2022-01-26 01:49:46
765,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},second_part,input change,16x+20,CORRECT,['Extract second half of trinomial for factoring by grouping'],2022-01-26 01:49:53
766,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},sum_factor_1,input change,7x,INCORRECT,['Compute sum of factors'],2022-01-26 01:49:57
767,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},sum_factor_1,input change,7,CORRECT,['Compute sum of factors'],2022-01-26 01:50:07
768,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:50:11
769,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:50:12
770,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:50:12
771,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:50:12
772,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,(4x+5),INCORRECT,['Factor GCF out of expression'],2022-01-26 01:50:23
773,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_2,input change,5x+4,INCORRECT,['Factor GCF out of expression'],2022-01-26 01:50:31
774,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,4x+5,INCORRECT,['Factor GCF out of expression'],2022-01-26 01:50:36
775,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,5(4z^2+5),INCORRECT,['Factor GCF out of expression'],2022-01-26 01:51:07
776,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},first_expression,input change,x2+5x+2x+10,INCORRECT,[],2022-01-26 01:51:13
777,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,5(4x^2+5),INCORRECT,['Factor GCF out of expression'],2022-01-26 01:51:14
778,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,5(4x^2+5x),INCORRECT,['Factor GCF out of expression'],2022-01-26 01:51:44
779,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},first_expression,input change,x2+7x+10,INCORRECT,[],2022-01-26 01:51:46
780,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:51:51
781,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},sum_c_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 01:51:53
782,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_2,input change,4x+5,INCORRECT,['Factor GCF out of expression'],2022-01-26 01:52:16
783,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,5x(4x+5),HINT,['Factor GCF out of expression'],2022-01-26 01:52:24
784,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,5x(4x+5),HINT,['Factor GCF out of expression'],2022-01-26 01:52:25
785,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,5x(4x+5),HINT,['Factor GCF out of expression'],2022-01-26 01:52:26
786,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,5x(4x+5),HINT,['Factor GCF out of expression'],2022-01-26 01:52:26
787,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},first_expression,input change,x2+5x+2x+10,INCORRECT,[],2022-01-26 01:52:47
788,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,5x(42+5),INCORRECT,['Factor GCF out of expression'],2022-01-26 01:52:48
789,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,5x(4+5),INCORRECT,['Factor GCF out of expression'],2022-01-26 01:52:53
790,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_1,input change,5x(4x+5),CORRECT,['Factor GCF out of expression'],2022-01-26 01:52:58
791,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_factor_2,input change,4(4x+5),CORRECT,['Factor GCF out of expression'],2022-01-26 01:53:11
792,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},second_expression,input change,x(x+5)2(x+5),INCORRECT,[],2022-01-26 01:53:33
793,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},final_answer,input change,(x+2)(x+5),INCORRECT,[],2022-01-26 01:54:28
794,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:54:52
795,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:54:53
796,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:54:53
797,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:54:54
798,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:54:54
799,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:54:54
800,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:54:54
801,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:54:55
802,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:54:55
803,eabeb7a1-4897-11ec-919c-8f010eb9ad68,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+7x+10'},done,button click,,INCORRECT,[],2022-01-26 01:54:55
804,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_final_1,input change,(5x+4),INCORRECT,['Extract GCF from two expressions'],2022-01-26 02:02:47
805,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_final_2,input change,(4x+5),INCORRECT,['Divide GCF out of two expressions'],2022-01-26 02:02:50
806,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_final_1,input change,(4x+5),CORRECT,['Extract GCF from two expressions'],2022-01-26 02:03:12
807,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},gcf_final_2,input change,(5x+4),CORRECT,['Divide GCF out of two expressions'],2022-01-26 02:03:18
808,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},final_answer,input change,(4x+5)*(5x+4),INCORRECT,['Combine expressions to create final factored form'],2022-01-26 02:03:46
809,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},done,button click,,INCORRECT,[],2022-01-26 02:03:46
810,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},done,button click,,INCORRECT,[],2022-01-26 02:03:47
811,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},final_answer,input change,(4x+5)(5x+4),CORRECT,['Combine expressions to create final factored form'],2022-01-26 02:03:59
812,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '20x^2+41x+20'},done,button click,,CORRECT,['Determine if factoring is complete'],2022-01-26 02:04:00
813,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},,start new problem,,,,2022-01-26 02:04:00
814,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},a_value,input change,12,CORRECT,['Extract a value'],2022-01-26 02:04:18
815,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},b_value,input change,-29,CORRECT,['Extract b value'],2022-01-26 02:04:22
816,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},c_value,input change,15,CORRECT,['Extract c value'],2022-01-26 02:04:25
817,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},product_ac,input change,180,CORRECT,['Compute a times c for slip and slide'],2022-01-26 02:04:32
818,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_equation,input change,x^2-29x+180,CORRECT,['Identify intermediate trinomial for slip and slide'],2022-01-26 02:06:42
819,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_b_value,input change,-29,CORRECT,['Extract b value'],2022-01-26 02:06:46
820,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_c_value,input change,180,CORRECT,['Extract c value'],2022-01-26 02:06:51
821,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},r_value,input change,-9,INCORRECT,['Update r value based on product of ac'],2022-01-26 02:07:13
822,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},r_value,input change,-29,INCORRECT,['Update r value based on product of ac'],2022-01-26 02:07:30
823,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},s_value,input change,-29,CORRECT,['Update s value based on b'],2022-01-26 02:07:33
824,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},r_value,input change,180,CORRECT,['Update r value based on product of ac'],2022-01-26 02:07:39
825,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},factor_1_ac_1,input change,-9,CORRECT,['Compute first factor'],2022-01-26 02:07:44
826,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},factor_2_ac_1,input change,-20,CORRECT,['Compute second factor'],2022-01-26 02:07:47
827,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},sum_factor_1,input change,-29,CORRECT,['Compute sum of factors'],2022-01-26 02:07:52
828,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},sum_b_1,input change,checked,INCORRECT,[],2022-01-26 02:07:52
829,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_first_expression,input change,x^2-29,INCORRECT,[],2022-01-26 02:08:40
830,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},sum_b_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 02:09:13
831,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},sum_b_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 02:09:14
832,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},sum_b_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 02:09:15
833,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},sum_b_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 02:09:26
834,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_first_expression,input change,5,INCORRECT,[],2022-01-26 02:09:35
835,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},sum_b_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 02:09:37
836,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_first_expression,input change,5x52,INCORRECT,[],2022-01-26 02:09:48
837,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},sum_b_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 02:09:50
838,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},sum_b_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 02:09:51
839,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},sum_b_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 02:10:03
840,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},sum_b_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 02:10:04
841,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_second_expression,input change,-20x+15 ,INCORRECT,[],2022-01-26 02:19:22
842,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_first_expression,input change,12x^2-9x ,INCORRECT,[],2022-01-26 02:19:26
843,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_first_expression,input change,12x^2-9x,INCORRECT,[],2022-01-26 02:19:29
844,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_second_expression,input change,-20x+15,INCORRECT,[],2022-01-26 02:19:40
845,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_first_expression,input change,3x(4x-3),INCORRECT,[],2022-01-26 02:20:10
846,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_first_expression,input change,3x+5,INCORRECT,[],2022-01-26 02:22:53
847,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_first_expression,input change,4x(3x+5),INCORRECT,[],2022-01-26 02:23:21
848,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_first_expression,input change,(3x+5),INCORRECT,[],2022-01-26 02:23:36
849,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_slip_slide.html,{'initial_problem': '12x^2-29x+15'},new_second_expression,input change,3x+5,INCORRECT,[],2022-01-26 02:23:43
850,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring,factor_leading_one.html,{'initial_problem': 'x^2-9x+20'},,start new problem,,,,2022-01-26 02:24:10
851,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring,factor_grouping.html,{'initial_problem': '12x^2-19x+5'},,start new problem,,,,2022-01-26 02:24:14
852,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring,factor_slip_slide.html,{'initial_problem': '10x^2-11x+3'},,start new problem,,,,2022-01-26 02:24:19
853,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},,start new problem,,,,2022-01-26 02:26:00
854,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},b_value,input change,-1,CORRECT,['Extract b value'],2022-01-26 02:26:05
855,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},c_value,input change,-2,CORRECT,['Extract c value'],2022-01-26 02:26:11
856,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},product_c,input change,2,INCORRECT,['Update r value based on c'],2022-01-26 02:26:18
857,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},product_c,input change,3,INCORRECT,['Update r value based on c'],2022-01-26 02:26:23
858,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},product_c,input change,-3,INCORRECT,['Update r value based on c'],2022-01-26 02:26:32
859,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},product_c,input change,2,INCORRECT,['Update r value based on c'],2022-01-26 02:26:42
860,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_b,input change,-3,INCORRECT,['Update s value based on b'],2022-01-26 02:26:48
864,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_b,input change,3,INCORRECT,['Update s value based on b'],2022-01-26 04:30:23
865,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},product_c,input change,-1,INCORRECT,['Update r value based on c'],2022-01-26 04:30:25
866,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_b,input change,-1,CORRECT,['Update s value based on b'],2022-01-26 04:30:32
867,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},product_c,input change,-3,INCORRECT,['Update r value based on c'],2022-01-26 04:30:43
868,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},product_c,input change,-2,CORRECT,['Update r value based on c'],2022-01-26 04:30:48
869,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},factor_1_b_1,input change,2,CORRECT,['Compute first factor'],2022-01-26 04:31:15
